Orthogroup	Bacillus_subtilis_aa	Deinococcus_radiodurans_aa	Rhodococcus_erythropolis_aa
OG0001973		UDK99435.1, UDK99765.1	
OG0001974		UDK99440.1	ALU71238.1
OG0001975		UDK99453.1	ALU70471.1
OG0001976		UDK99472.1, UDL00942.1	
OG0001977		UDK99478.1	ALU69700.1
OG0001978		UDK99499.1	ALU71639.1
OG0001979		UDK99519.1	ALU71152.1
OG0001980		UDK99528.1	ALU69215.1
OG0001981		UDK99543.1	ALU70680.1
OG0001982		UDK99547.1	ALU68240.1
OG0001983		UDK99548.1	ALU69374.1
OG0001984		UDK99552.1, UDL01683.1	
OG0001985		UDK99555.1	ALU69992.1
OG0001986		UDK99567.1	ALU69205.1
OG0001987		UDK99575.1, UDL01081.1	
OG0001988		UDK99586.1	ALU71962.1
OG0001989		UDK99589.1	ALU71000.1
OG0001990		UDK99596.1	ALU70504.1
OG0001991		UDK99597.1	ALU68265.1
OG0001992		UDK99604.1, UDL00624.1	
OG0001993		UDK99605.1	ALU71267.1
OG0001994		UDK99607.1	ALU69287.1
OG0001995		UDK99609.1, UDL01628.1	
OG0001996		UDK99613.1	ALU69858.1
OG0001997		UDK99615.1, UDL01751.1	
OG0001998		UDK99616.1	ALU71508.1
OG0001999		UDK99620.1, UDL02037.1	
OG0002000		UDK99625.1	ALU71166.1
OG0002001		UDK99637.1	ALU71880.1
OG0002002		UDK99647.1	ALU70635.1
OG0002003		UDK99648.1	ALU70618.1
OG0002004		UDK99663.1, UDL00421.1	
OG0002005		UDK99665.1	ALU70083.1
OG0002006		UDK99673.1	ALU68528.1
OG0002007		UDK99678.1	ALU72431.1
OG0002008		UDK99690.1, UDK99767.1	
OG0002009		UDK99727.1, UDK99729.1	
OG0002010		UDK99784.1	ALU68380.1
OG0002011		UDK99810.1, UDL01315.1	
OG0002012		UDK99819.1, UDL01687.1	
OG0002013		UDK99830.1	ALU68279.1
OG0002014		UDK99837.1	ALU73593.1
OG0002015		UDK99842.1	ALU68771.1
OG0002016		UDK99851.1, UDL00874.1	
OG0002017		UDK99878.1, UDK99879.1	
OG0002018		UDK99900.1	ALU67798.1
OG0002019		UDK99931.1	ALU71922.1
OG0002020		UDK99932.1	ALU70525.1
OG0002021		UDK99934.1, UDL02285.1	
OG0002022		UDK99949.1	ALU70270.1
OG0002023		UDK99954.1	ALU70765.1
OG0002024		UDK99965.1	ALU71028.1
OG0002025		UDK99967.1	ALU71963.1
OG0002026		UDK99973.1, UDL01274.1	
OG0002027		UDK99986.1	ALU71233.1
OG0002028		UDK99991.1	ALU72301.1
OG0002029		UDK99998.1, UDL00861.1	
OG0002030		UDL00018.1	ALU68147.1
OG0002031		UDL00020.1	ALU70572.1
OG0002032		UDL00028.1, UDL00979.1	
OG0002033		UDL00029.1	ALU71886.1
OG0002034		UDL00032.1	ALU67706.1
OG0002035		UDL00057.1	ALU69051.1
OG0002036		UDL00072.1	ALU69020.1
OG0002037		UDL00073.1	ALU69730.1
OG0002038		UDL00079.1, UDL01079.1	
OG0002039		UDL00091.1	ALU67871.1
OG0002040		UDL00098.1	ALU71844.1
OG0002041		UDL00099.1	ALU71843.1
OG0002042		UDL00109.1	ALU72068.1
OG0002043		UDL00111.1, UDL01802.1	
OG0002044		UDL00112.1	ALU70574.1
OG0002045		UDL00114.1, UDL00982.1	
OG0002046		UDL00133.1	ALU68124.1
OG0002047		UDL00134.1, UDL00135.1	
OG0002048		UDL00144.1	ALU71038.1
OG0002049		UDL00145.1, UDL01728.1	
OG0002050		UDL00172.1	ALU67959.1
OG0002051		UDL00194.1	ALU73579.1
OG0002052		UDL00205.1	ALU70163.1
OG0002053		UDL00214.1, UDL01296.1	
OG0002054		UDL00216.1	ALU70009.1
OG0002055		UDL00219.1	ALU71003.1
OG0002056		UDL00225.1, UDL01954.1	
OG0002057		UDL00229.1	ALU72814.1
OG0002058		UDL00234.1	ALU72811.1
OG0002059		UDL00248.1, UDL00249.1	
OG0002060		UDL00273.1	ALU72465.1
OG0002061		UDL00280.1, UDL00313.1	
OG0002062		UDL00289.1, UDL02039.1	
OG0002063		UDL00302.1	ALU71688.1
OG0002064		UDL00311.1, UDL02079.1	
OG0002065		UDL00316.1	ALU70862.1
OG0002066		UDL00319.1, UDL02255.1	
OG0002067		UDL00322.1	ALU69466.1
OG0002068		UDL00324.1, UDL02103.1	
OG0002069		UDL00334.1	ALU69933.1
OG0002070		UDL00337.1, UDL00338.1	
OG0002071		UDL00344.1, UDL01925.1	
OG0002072		UDL00359.1	ALU73600.1
OG0002073		UDL00394.1	ALU69908.1
OG0002074		UDL00406.1	ALU71057.1
OG0002075		UDL00416.1, UDL02295.1	
OG0002076		UDL00417.1	ALU72453.1
OG0002077		UDL00424.1	ALU71477.1
OG0002078		UDL00428.1, UDL00590.1	
OG0002079		UDL00432.1	ALU68622.1
OG0002080		UDL00433.1, UDL00434.1	
OG0002081		UDL00503.1	ALU72408.1
OG0002082		UDL00507.1	ALU71396.1
OG0002083		UDL00520.1	ALU69869.1
OG0002084		UDL00532.1	ALU70751.1
OG0002085		UDL00586.1	ALU71208.1
OG0002086		UDL00591.1	ALU71332.1
OG0002087		UDL00592.1	ALU71331.1
OG0002088		UDL00593.1	ALU71329.1
OG0002089		UDL00594.1	ALU71328.1
OG0002090		UDL00595.1	ALU71327.1
OG0002091		UDL00596.1	ALU71326.1
OG0002092		UDL00598.1	ALU71324.1
OG0002093		UDL00599.1	ALU71323.1
OG0002094		UDL00601.1	ALU71322.1
OG0002095		UDL00602.1	ALU71321.1
OG0002096		UDL00603.1	ALU71320.1
OG0002097		UDL00604.1	ALU71319.1
OG0002098		UDL00629.1, UDL01485.1	
OG0002099		UDL00632.1	ALU73129.1
OG0002100		UDL00646.1	ALU69855.1
OG0002101		UDL00662.1, UDL01980.1	
OG0002102		UDL00668.1, UDL01043.1	
OG0002103		UDL00669.1	ALU67881.1
OG0002104		UDL00688.1	ALU69428.1
OG0002105		UDL00698.1, UDL01210.1	
OG0002106		UDL00726.1, UDL00727.1	
OG0002107		UDL00739.1	ALU71503.1
OG0002108		UDL00756.1, UDL01671.1	
OG0002109		UDL00766.1	ALU67892.1
OG0002110		UDL00823.1	ALU71002.1
OG0002111		UDL00838.1	ALU68950.1
OG0002112		UDL00849.1, UDL00850.1	
OG0002113		UDL00876.1	ALU70444.1
OG0002114		UDL00883.1	ALU69494.1
OG0002115		UDL00905.1	ALU69581.1
OG0002116		UDL00911.1, UDL01618.1	
OG0002117		UDL00924.1	ALU70957.1
OG0002118		UDL00947.1	ALU72711.1
OG0002119		UDL00948.1	ALU67809.1
OG0002120		UDL00972.1	ALU68489.1
OG0002121		UDL01010.1	ALU72748.1
OG0002122		UDL01011.1	ALU68016.1
OG0002123		UDL01023.1, UDL01278.1	
OG0002124		UDL01068.1	ALU71690.1
OG0002125		UDL01077.1	ALU70306.1
OG0002126		UDL01078.1	ALU70938.1
OG0002127		UDL01082.1	ALU70127.1
OG0002128		UDL01083.1	ALU70380.1
OG0002129		UDL01084.1	ALU70379.1
OG0002130		UDL01091.1	ALU69780.1
OG0002131		UDL01095.1	ALU71622.1
OG0002132		UDL01098.1	ALU70436.1
OG0002133		UDL01110.1	ALU72949.1
OG0002134		UDL01121.1	ALU71687.1
OG0002135		UDL01153.1	ALU69698.1
OG0002136		UDL01154.1	ALU69697.1
OG0002137		UDL01171.1, UDL01478.1	
OG0002138		UDL01175.1	ALU68363.1
OG0002139		UDL01212.1	ALU69646.1
OG0002140		UDL01220.1	ALU68968.1
OG0002141		UDL01230.1	ALU71087.1
OG0002142		UDL01235.1	ALU70025.1
OG0002143		UDL01243.1	ALU67652.1
OG0002144		UDL01246.1	ALU67651.1
OG0002145		UDL01247.1	ALU67653.1
OG0002146		UDL01251.1	ALU69903.1
OG0002147		UDL01254.1	ALU67656.1
OG0002148		UDL01264.1	ALU73101.1
OG0002149		UDL01267.1, UDL01792.1	
OG0002150		UDL01282.1	ALU69629.1
OG0002151		UDL01287.1	ALU73267.1
OG0002152		UDL01304.1	ALU71504.1
OG0002153		UDL01309.1	ALU70552.1
OG0002154		UDL01343.1	ALU68683.1
OG0002155		UDL01346.1, UDL02217.1	
OG0002156		UDL01349.1	ALU69994.1
OG0002157		UDL01352.1	ALU72990.1
OG0002158		UDL01378.1	ALU69768.1
OG0002159		UDL01390.1	ALU69764.1
OG0002160		UDL01396.1, UDL01786.1	
OG0002161		UDL01400.1	ALU68685.1
OG0002162		UDL01402.1	ALU68693.1
OG0002163		UDL01403.1	ALU68692.1
OG0002164		UDL01405.1	ALU68690.1
OG0002165		UDL01410.1	ALU69767.1
OG0002166		UDL01411.1, UDL02270.1	
OG0002167		UDL01417.1	ALU67922.1
OG0002168		UDL01427.1	ALU72291.1
OG0002169		UDL01429.1	ALU70322.1
OG0002170		UDL01443.1, UDL02035.1	
OG0002171		UDL01449.1	ALU71654.1
OG0002172		UDL01450.1, UDL01678.1	
OG0002173		UDL01459.1	ALU70364.1
OG0002174		UDL01468.1, UDL01534.1	
OG0002175		UDL01470.1	ALU68820.1
OG0002176		UDL01486.1, UDL02135.1	
OG0002177		UDL01509.1	ALU72832.1
OG0002178		UDL01513.1	ALU68618.1
OG0002179		UDL01530.1	ALU72336.1
OG0002180		UDL01533.1	ALU70179.1
OG0002181		UDL01536.1	ALU69769.1
OG0002182		UDL01579.1	ALU72687.1
OG0002183		UDL01583.1	ALU69766.1
OG0002184		UDL01584.1	ALU70287.1
OG0002185		UDL01585.1	ALU71113.1
OG0002186		UDL01614.1	ALU70227.1
OG0002187		UDL01629.1, UDL01723.1	
OG0002188		UDL01645.1	ALU72767.1
OG0002189		UDL01650.1	ALU70547.1
OG0002190		UDL01676.1	ALU69909.1
OG0002191		UDL01703.1, UDL02240.1	
OG0002192		UDL01733.1	ALU68919.1
OG0002193		UDL01735.1	ALU71555.1
OG0002194		UDL01782.1, UDL02138.1	
OG0002195		UDL01797.1	ALU72993.1
OG0002196		UDL01799.1	ALU69389.1
OG0002197		UDL01800.1	ALU70536.1
OG0002198		UDL01905.1	ALU72606.1
OG0002199		UDL01907.1	ALU72605.1
OG0002200		UDL01915.1	ALU69196.1
OG0002201		UDL01916.1	ALU68573.1
OG0002202		UDL01928.1, UDL02229.1	
OG0002203		UDL01943.1	ALU69257.1
OG0002204		UDL01953.1	ALU69973.1
OG0002205		UDL01964.1	ALU68990.1
OG0002206		UDL01965.1	ALU68748.1
OG0002207		UDL01966.1	ALU68750.1
OG0002208		UDL01969.1	ALU69045.1
OG0002209		UDL01970.1	ALU68758.1
OG0002210		UDL01995.1	ALU73470.1
OG0002211		UDL02004.1	ALU68391.1
OG0002212		UDL02005.1	ALU68390.1
OG0002213		UDL02006.1	ALU68901.1
OG0002214		UDL02007.1	ALU70535.1
OG0002215		UDL02020.1	ALU68695.1
OG0002216		UDL02021.1	ALU68029.1
OG0002217		UDL02030.1	ALU68667.1
OG0002218		UDL02043.1, UDL02196.1	
OG0002219		UDL02048.1	ALU67726.1
OG0002220		UDL02057.1	ALU68099.1
OG0002221		UDL02058.1	ALU68098.1
OG0002222		UDL02060.1	ALU67937.1
OG0002223		UDL02061.1	ALU67938.1
OG0002224		UDL02063.1	ALU71387.1
OG0002225		UDL02068.1	ALU72316.1
OG0002226		UDL02069.1	ALU72317.1
OG0002227		UDL02070.1	ALU72318.1
OG0002228		UDL02071.1	ALU72319.1
OG0002229		UDL02073.1	ALU72320.1
OG0002230		UDL02080.1, UDL02132.1	
OG0002231		UDL02084.1	ALU69348.1
OG0002232		UDL02085.1	ALU68774.1
OG0002233		UDL02086.1	ALU72871.1
OG0002234		UDL02090.1	ALU69005.1
OG0002235		UDL02092.1	ALU69675.1
OG0002236		UDL02109.1	ALU68013.1
OG0002237		UDL02111.1, UDL02137.1	
OG0002238		UDL02119.1	ALU72247.1
OG0002239		UDL02120.1	ALU72664.1
OG0002240		UDL02125.1	ALU69090.1
OG0002241		UDL02144.1	ALU71430.1
OG0002242		UDL02145.1	ALU71429.1
OG0002243		UDL02146.1	ALU70477.1
OG0002244		UDL02148.1	ALU71447.1
OG0002245		UDL02151.1	ALU70887.1
OG0002246		UDL02153.1	ALU70885.1
OG0002247		UDL02169.1	ALU69316.1
OG0002248		UDL02182.1	ALU69081.1
OG0002249		UDL02183.1	ALU69080.1
OG0002250		UDL02210.1	ALU70419.1
OG0002251		UDL02213.1	ALU70418.1
OG0002252		UDL02214.1	ALU70420.1
OG0002253		UDL02215.1	ALU70421.1
OG0002254		UDL02218.1	ALU72588.1
OG0002255		UDL02261.1	ALU73334.1
OG0002256		UDL02264.1	ALU70944.1
OG0002257		UDL02279.1	ALU73338.1
OG0002258			ALU67645.1, ALU73164.1
OG0002259			ALU67679.1, ALU69824.1
OG0002260			ALU67694.1, ALU73546.1
OG0002261			ALU67697.1, ALU67698.1
OG0002262			ALU67699.1, ALU68341.1
OG0002263			ALU67700.1, ALU68930.1
OG0002264			ALU67713.1, ALU70856.1
OG0002265			ALU67772.1, ALU73662.1
OG0002266			ALU67773.1, ALU73661.1
OG0002267			ALU67775.1, ALU73659.1
OG0002268			ALU67792.1, ALU73046.1
OG0002269			ALU67795.1, ALU69608.1
OG0002270			ALU67796.1, ALU69607.1
OG0002271			ALU67808.1, ALU69708.1
OG0002272			ALU67824.1, ALU71419.1
OG0002273			ALU67829.1, ALU71456.1
OG0002274			ALU67843.1, ALU73537.1
OG0002275			ALU67844.1, ALU73562.1
OG0002276			ALU67861.1, ALU69380.1
OG0002277			ALU67863.1, ALU69689.1
OG0002278			ALU67886.1, ALU70505.1
OG0002279			ALU67911.1, ALU72571.1
OG0002280			ALU67933.1, ALU68464.1
OG0002281			ALU67946.1, ALU67954.1
OG0002282			ALU67947.1, ALU67955.1
OG0002283			ALU67949.1, ALU67957.1
OG0002284			ALU67953.1, ALU73179.1
OG0002285			ALU67970.1, ALU71518.1
OG0002286			ALU67980.1, ALU72489.1
OG0002287			ALU67989.1, ALU70931.1
OG0002288			ALU67999.1, ALU69271.1
OG0002289			ALU68003.1, ALU69856.1
OG0002290			ALU68031.1, ALU71014.1
OG0002291			ALU68043.1, ALU68050.1
OG0002292			ALU68047.1, ALU70988.1
OG0002293			ALU68063.1, ALU71777.1
OG0002294			ALU68068.1, ALU72872.1
OG0002295			ALU68069.1, ALU72631.1
OG0002296			ALU68070.1, ALU68438.1
OG0002297			ALU68077.1, ALU72942.1
OG0002298			ALU68079.1, ALU69667.1
OG0002299			ALU68090.1, ALU72709.1
OG0002300			ALU68105.1, ALU68670.1
OG0002301			ALU68116.1, ALU68117.1
OG0002302			ALU68119.1, ALU70627.1
OG0002303			ALU68133.1, ALU69640.1
OG0002304			ALU68134.1, ALU73367.1
OG0002305			ALU68136.1, ALU73569.1
OG0002306			ALU68139.1, ALU70960.1
OG0002307			ALU68156.1, ALU73515.1
OG0002308			ALU68194.1, ALU70645.1
OG0002309			ALU68195.1, ALU69074.1
OG0002310			ALU68219.1, ALU73614.1
OG0002311			ALU68227.1, ALU72512.1
OG0002312			ALU68238.1, ALU71651.1
OG0002313			ALU68245.1, ALU71169.1
OG0002314			ALU68253.1, ALU69361.1
OG0002315			ALU68289.1, ALU71534.1
OG0002316			ALU68323.1, ALU71831.1
OG0002317			ALU68334.1, ALU68445.1
OG0002318			ALU68355.1, ALU68356.1
OG0002319			ALU68361.1, ALU70214.1
OG0002320			ALU68376.1, ALU68381.1
OG0002321			ALU68398.1, ALU73502.1
OG0002322			ALU68399.1, ALU73503.1
OG0002323			ALU68402.1, ALU73504.1
OG0002324			ALU68403.1, ALU72586.1
OG0002325			ALU68411.1, ALU68504.1
OG0002326			ALU68420.1, ALU73606.1
OG0002327			ALU68452.1, ALU70037.1
OG0002328			ALU68460.1, ALU68853.1
OG0002329			ALU68465.1, ALU69695.1
OG0002330			ALU68480.1, ALU73040.1
OG0002331			ALU68481.1, ALU73041.1
OG0002332			ALU68488.1, ALU70108.1
OG0002333			ALU68490.1, ALU69250.1
OG0002334			ALU68510.1, ALU69841.1
OG0002335			ALU68554.1, ALU69694.1
OG0002336			ALU68557.1, ALU70209.1
OG0002337			ALU68558.1, ALU69137.1
OG0002338			ALU68559.1, ALU71576.1
OG0002339			ALU68588.1, ALU71316.1
OG0002340			ALU68589.1, ALU71122.1
OG0002341			ALU68590.1, ALU72135.1
OG0002342			ALU68625.1, ALU71116.1
OG0002343			ALU68626.1, ALU71932.1
OG0002344			ALU68635.1, ALU70408.1
OG0002345			ALU68647.1, ALU71310.1
OG0002346			ALU68649.1, ALU73522.1
OG0002347			ALU68650.1, ALU73521.1
OG0002348			ALU68666.1, ALU70090.1
OG0002349			ALU68711.1, ALU69280.1
OG0002350			ALU68726.1, ALU69527.1
OG0002351			ALU68730.1, ALU72960.1
OG0002352			ALU68738.1, ALU70852.1
OG0002353			ALU68747.1, ALU72791.1
OG0002354			ALU68751.1, ALU71027.1
OG0002355			ALU68752.1, ALU70174.1
OG0002356			ALU68761.1, ALU70705.1
OG0002357			ALU68765.1, ALU73329.1
OG0002358			ALU68768.1, ALU73472.1
OG0002359			ALU68795.1, ALU73739.1
OG0002360			ALU68807.1, ALU73065.1
OG0002361			ALU68809.1, ALU73711.1
OG0002362			ALU68821.1, ALU73066.1
OG0002363			ALU68823.1, ALU73451.1
OG0002364			ALU68828.1, ALU73464.1
OG0002365			ALU68838.1, ALU72139.1
OG0002366			ALU68839.1, ALU69119.1
OG0002367			ALU68842.1, ALU73361.1
OG0002368			ALU68848.1, ALU70843.1
OG0002369			ALU68857.1, ALU69400.1
OG0002370			ALU68863.1, ALU71442.1
OG0002371			ALU68875.1, ALU69848.1
OG0002372			ALU68876.1, ALU69849.1
OG0002373			ALU68886.1, ALU72610.1
OG0002374			ALU68887.1, ALU72611.1
OG0002375			ALU68905.1, ALU68906.1
OG0002376			ALU68945.1, ALU68946.1
OG0002377			ALU68958.1, ALU71852.1
OG0002378			ALU68963.1, ALU70073.1
OG0002379			ALU68981.1, ALU69960.1
OG0002380			ALU69015.1, ALU69016.1
OG0002381			ALU69054.1, ALU71413.1
OG0002382			ALU69057.1, ALU72907.1
OG0002383			ALU69078.1, ALU69079.1
OG0002384			ALU69111.1, ALU70345.1
OG0002385			ALU69121.1, ALU72522.1
OG0002386			ALU69138.1, ALU72911.1
OG0002387			ALU69141.1, ALU71773.1
OG0002388			ALU69165.1, ALU70148.1
OG0002389			ALU69174.1, ALU71650.1
OG0002390			ALU69182.1, ALU71462.1
OG0002391			ALU69183.1, ALU72306.1
OG0002392			ALU69209.1, ALU71811.1
OG0002393			ALU69216.1, ALU71480.1
OG0002394			ALU69269.1, ALU72807.1
OG0002395			ALU69274.1, ALU73256.1
OG0002396			ALU69283.1, ALU72729.1
OG0002397			ALU69304.1, ALU72439.1
OG0002398			ALU69307.1, ALU72691.1
OG0002399			ALU69309.1, ALU72343.1
OG0002400			ALU69319.1, ALU69954.1
OG0002401			ALU69327.1, ALU70816.1
OG0002402			ALU69331.1, ALU70779.1
OG0002403			ALU69346.1, ALU70761.1
OG0002404			ALU69364.1, ALU69972.1
OG0002405			ALU69415.1, ALU70966.1
OG0002406			ALU69416.1, ALU70965.1
OG0002407			ALU69424.1, ALU71783.1
OG0002408			ALU69461.1, ALU73114.1
OG0002409			ALU69495.1, ALU73427.1
OG0002410			ALU69524.1, ALU72081.1
OG0002411			ALU69528.1, ALU72991.1
OG0002412			ALU69571.1, ALU72468.1
OG0002413			ALU69687.1, ALU71642.1
OG0002414			ALU69718.1, ALU72648.1
OG0002415			ALU69748.1, ALU69917.1
OG0002416			ALU69765.1, ALU70101.1
OG0002417			ALU69772.1, ALU70121.1
OG0002418			ALU69832.1, ALU70281.1
OG0002419			ALU69865.1, ALU70853.1
OG0002420			ALU69889.1, ALU72560.1
OG0002421			ALU69891.1, ALU73061.1
OG0002422			ALU69902.1, ALU72533.1
OG0002423			ALU69977.1, ALU70730.1
OG0002424			ALU70039.1, ALU71909.1
OG0002425			ALU70082.1, ALU70763.1
OG0002426			ALU70140.1, ALU70145.1
OG0002427			ALU70151.1, ALU72305.1
OG0002428			ALU70164.1, ALU72123.1
OG0002429			ALU70165.1, ALU73322.1
OG0002430			ALU70185.1, ALU72721.1
OG0002431			ALU70211.1, ALU72216.1
OG0002432			ALU70212.1, ALU72217.1
OG0002433			ALU70226.1, ALU72716.1
OG0002434			ALU70285.1, ALU70416.1
OG0002435			ALU70300.1, ALU71733.1
OG0002436			ALU70320.1, ALU73002.1
OG0002437			ALU70325.1, ALU70858.1
OG0002438			ALU70337.1, ALU73577.1
OG0002439			ALU70343.1, ALU73478.1
OG0002440			ALU70369.1, ALU72095.1
OG0002441			ALU70387.1, ALU73076.1
OG0002442			ALU70510.1, ALU72184.1
OG0002443			ALU70512.1, ALU70953.1
OG0002444			ALU70516.1, ALU71925.1
OG0002445			ALU70560.1, ALU71317.1
OG0002446			ALU70571.1, ALU71039.1
OG0002447			ALU70602.1, ALU71935.1
OG0002448			ALU70669.1, ALU72052.1
OG0002449			ALU70704.1, ALU71892.1
OG0002450			ALU70710.1, ALU70969.1
OG0002451			ALU70716.1, ALU71798.1
OG0002452			ALU70742.1, ALU72898.1
OG0002453			ALU70755.1, ALU70756.1
OG0002454			ALU70777.1, ALU72419.1
OG0002455			ALU70785.1, ALU70847.1
OG0002456			ALU70806.1, ALU72236.1
OG0002457			ALU70807.1, ALU71304.1
OG0002458			ALU70902.1, ALU71252.1
OG0002459			ALU70916.1, ALU70921.1
OG0002460			ALU70930.1, ALU71561.1
OG0002461			ALU71052.1, ALU71414.1
OG0002462			ALU71156.1, ALU71157.1
OG0002463			ALU71216.1, ALU71727.1
OG0002464			ALU71250.1, ALU73315.1
OG0002465			ALU71279.1, ALU71350.1
OG0002466			ALU71371.1, ALU73617.1
OG0002467			ALU71376.1, ALU71378.1
OG0002468			ALU71416.1, ALU73677.1
OG0002469			ALU71417.1, ALU73558.1
OG0002470			ALU71465.1, ALU71830.1
OG0002471			ALU71573.1, ALU71749.1
OG0002472			ALU71625.1, ALU73363.1
OG0002473			ALU71669.1, ALU71797.1
OG0002474			ALU71682.1, ALU73158.1
OG0002475			ALU71750.1, ALU72778.1
OG0002476			ALU71759.1, ALU72654.1
OG0002477			ALU71790.1, ALU72792.1
OG0002478			ALU71824.1, ALU72945.1
OG0002479			ALU71828.1, ALU72530.1
OG0002480			ALU71864.1, ALU72130.1
OG0002481			ALU71865.1, ALU73566.1
OG0002482			ALU71924.1, ALU72826.1
OG0002483			ALU72051.1, ALU72995.1
OG0002484			ALU72054.1, ALU73605.1
OG0002485			ALU72106.1, ALU72578.1
OG0002486			ALU72107.1, ALU72576.1
OG0002487			ALU72109.1, ALU72573.1
OG0002488			ALU72178.1, ALU73552.1
OG0002489			ALU72179.1, ALU73551.1
OG0002490			ALU72180.1, ALU73550.1
OG0002491			ALU72181.1, ALU73549.1
OG0002492			ALU72182.1, ALU73548.1
OG0002493			ALU72200.1, ALU72674.1
OG0002494			ALU72307.1, ALU72308.1
OG0002495			ALU72366.1, ALU72367.1
OG0002496			ALU72388.1, ALU73494.1
OG0002497			ALU72538.1, ALU72818.1
OG0002498			ALU72565.1, ALU73610.1
OG0002499			ALU72585.1, ALU72896.1
OG0002500			ALU72666.1, ALU73366.1
OG0002501			ALU72746.1, ALU73374.1
OG0002502			ALU72941.1, ALU73391.1
OG0002503			ALU73171.1, ALU73271.1
OG0002504			ALU73175.1, ALU73176.1
OG0002505			ALU73187.1, ALU73350.1
OG0002506			ALU73196.1, ALU73715.1
OG0002507			ALU73197.1, ALU73495.1
OG0002508			ALU73212.1, ALU73219.1
OG0002509			ALU73275.1, ALU73339.1
OG0002510			ALU73276.1, ALU73340.1
OG0002511			ALU73279.1, ALU73488.1
OG0002512			ALU73286.1, ALU73641.1
OG0002513			ALU73288.1, ALU73642.1
OG0002514			ALU73293.1, ALU73345.1
OG0002515			ALU73310.1, ALU73326.1
OG0002516			ALU73330.1, ALU73362.1
OG0002517			ALU73342.1, ALU73357.1
OG0002518			ALU73343.1, ALU73358.1
OG0002519			ALU73360.1, ALU73750.1
OG0002520			ALU73384.1, ALU73501.1
OG0002521			ALU73400.1, ALU73454.1
OG0002522			ALU73445.1, ALU73456.1
OG0002523			ALU73460.1, ALU73468.1
OG0002524			ALU73509.1, ALU73530.1
OG0002525			ALU73510.1, ALU73554.1
OG0002526			ALU73596.1, ALU73597.1
OG0002527			ALU73618.1, ALU73654.1
OG0002528			ALU73620.1, ALU73649.1
